Ticker,Name,OtherName,Sector,Industry
ESAB,ESAB Corporation,ESAB,Industrials,Metal Fabrication
ETRN,Equitrans Midstream Corporation,Equitrans Midstream,Energy,Oil & Gas Midstream
TKR,The Timken Company,Timken Company,Industrials,Tools & Accessories
DJT,Trump Media & Technology Group Corp.,Trump Media &amp; Technology Group,Communication Services,Internet Content & Information
MTH,Meritage Homes Corporation,Meritage Homes,Consumer Cyclical,Residential Construction
VVV,Valvoline Inc.,Valvoline,Consumer Cyclical,Auto & Truck Dealerships
BMI,"Badger Meter, Inc.",Badger Meter,Technology,Scientific & Technical Instruments
NXST,"Nexstar Media Group, Inc.",Nexstar Media Group,Communication Services,Entertainment
WHR,Whirlpool Corporation,Whirlpool,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LNTH,"Lantheus Holdings, Inc.",Lantheus Holdings,Healthcare,Drug Manufacturers - Specialty & Generic
OLN,Olin Corporation,Olin,Basic Materials,Specialty Chemicals
FAF,First American Financial Corporation,First American,Financial Services,Insurance - Specialty
M,"Macy's, Inc.",Macy's,Consumer Cyclical,Department Stores
CVLT,"Commvault Systems, Inc.",Commvault,Technology,Software - Application
SRCL,"Stericycle, Inc.",Stericycle,Industrials,Waste Management
VRNS,"Varonis Systems, Inc.",Varonis,Technology,Software - Infrastructure
HXL,Hexcel Corporation,Hexcel,Industrials,Aerospace & Defense
LYFT,"Lyft, Inc.",Lyft,Technology,Software - Application
R,"Ryder System, Inc.",Ryder,Industrials,Rental & Leasing Services
QLYS,"Qualys, Inc.",Qualys,Technology,Software - Infrastructure
ONB,Old National Bancorp,Old National Bank,Financial Services,Banks - Regional
VMI,"Valmont Industries, Inc.",Valmont Industries,Industrials,Conglomerates
VNO,Vornado Realty Trust,Vornado Realty Trust,Real Estate,REIT - Office
AL,Air Lease Corporation,Air Lease Corporation,Industrials,Rental & Leasing Services
SITE,"SiteOne Landscape Supply, Inc.",SiteOne Landscape Supply,Industrials,Industrial Distribution
KRYS,"Krystal Biotech, Inc.",Krystal Biotech,Healthcare,Biotechnology
BEPC,Brookfield Renewable Corporation,Brookfield Renewable,Utilities,Utilities - Renewable
LNC,Lincoln National Corporation,Lincoln National Corporation,Financial Services,Insurance - Life
CRDO,Credo Technology Group Holding Ltd,Credo Technology,Technology,Semiconductors
BCPC,Balchem Corporation,Balchem,Basic Materials,Specialty Chemicals
TENB,"Tenable Holdings, Inc.",Tenable,Technology,Software - Infrastructure
NSA,National Storage Affiliates Trust,National Storage,Real Estate,REIT - Industrial
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation,Consumer Defensive,Packaged Foods
CWAN,"Clearwater Analytics Holdings, Inc.",Clearwater Analytics,Technology,Software - Application
CRS,Carpenter Technology Corporation,Carpenter Technology,Industrials,Metal Fabrication
MMS,"Maximus, Inc.",Maximus,Industrials,Specialty Business Services
COOP,Mr. Cooper Group Inc.,Mr. Cooper Group,Financial Services,Mortgage Finance
OGN,Organon & Co.,Organon,Healthcare,Drug Manufacturers - General
MGY,Magnolia Oil & Gas Corporation,Magnolia Oil &amp; Gas,Energy,Oil & Gas E&P
PBF,PBF Energy Inc.,PBF Energy,Energy,Oil & Gas Refining & Marketing
STEP,StepStone Group LP,StepStone Group,Financial Services,Asset Management
BYD,Boyd Gaming Corporation,Boyd Gaming,Consumer Cyclical,Resorts & Casinos
FSS,Federal Signal Corporation,Federal Signal,Industrials,Pollution & Treatment Controls
EXLS,"ExlService Holdings, Inc.",EXL Service,Technology,Information Technology Services
XRAY,DENTSPLY SIRONA Inc.,Dentsply Sirona,Healthcare,Medical Instruments & Supplies
DOCS,"Doximity, Inc.",Doximity,Healthcare,Health Information Services
RITM,Rithm Capital Corp.,Rithm Capital,Real Estate,REIT - Mortgage
CADE,Cadence Bank,Cadence Bancorp,Financial Services,Banks - Regional
TEM,"Tempus AI, Inc",Tempus AI,Healthcare,Health Information Services
SWX,"Southwest Gas Holdings, Inc.",Southwest Gas,Utilities,Utilities - Regulated Gas
VFC,V.F. Corporation,VF Corporation,Consumer Cyclical,Apparel Manufacturing
SATS,EchoStar Corporation,EchoStar,Technology,Communication Equipment
ZWS,Zurn Elkay Water Solutions Corporation,Zurn Water Solutions,Industrials,Pollution & Treatment Controls
SM,SM Energy Company,SM Energy,Energy,Oil & Gas E&P
TMDX,"TransMedics Group, Inc.",TransMedics Group,Healthcare,Medical Devices
MDU,"MDU Resources Group, Inc.",MDU Resources,Industrials,Conglomerates
NFG,National Fuel Gas Company,National Fuel Gas,Energy,Oil & Gas Integrated
TNET,"TriNet Group, Inc.",TriNet,Industrials,Staffing & Employment Services
PEGA,Pegasystems Inc.,Pegasystems,Technology,Software - Application
MMSI,"Merit Medical Systems, Inc.",Merit Medical,Healthcare,Medical Instruments & Supplies
TDW,Tidewater Inc.,Tidewater,Energy,Oil & Gas Equipment & Services
KRG,Kite Realty Group Trust,Kite Realty,Real Estate,REIT - Retail
KBH,KB Home,KB Home,Consumer Cyclical,Residential Construction
AMG,"Affiliated Managers Group, Inc.",Affiliated Managers Group,Financial Services,Asset Management
DY,"Dycom Industries, Inc.",Dycom Industries,Industrials,Engineering & Construction
FIZZ,National Beverage Corp.,National Beverage,Consumer Defensive,Beverages - Non-Alcoholic
EPRT,"Essential Properties Realty Trust, Inc.",Essential Properties Realty Trust,Real Estate,REIT - Diversified
SEE,Sealed Air Corporation,Sealed Air,Consumer Cyclical,Packaging & Containers
AWI,"Armstrong World Industries, Inc.",Armstrong World Industries,Industrials,Building Products & Equipment
THO,"THOR Industries, Inc.",Thor Industries,Consumer Cyclical,Recreational Vehicles
NEU,NewMarket Corporation,NewMarket Corp,Basic Materials,Specialty Chemicals
CBT,Cabot Corporation,Cabot Corporation,Basic Materials,Specialty Chemicals
ALK,"Alaska Air Group, Inc.",Alaska Airlines,Industrials,Airlines
LOAR,Loar Holdings Inc.,Loar Holdings,Industrials,Aerospace & Defense
USM,United States Cellular Corporation,U.S. Cellular,Communication Services,Telecom Services
FNB,F.N.B. Corporation,F.N.B. Corporation,Financial Services,Banks - Regional
CWEN,"Clearway Energy, Inc.",Clearway Energy,Utilities,Utilities - Renewable
BBIO,"BridgeBio Pharma, Inc.",BridgeBio Pharma,Healthcare,Biotechnology
ACT,"Enact Holdings, Inc.",Enact Holdings,Financial Services,Insurance - Specialty
FORM,"FormFactor, Inc.",FormFactor,Technology,Semiconductors
EXPO,"Exponent, Inc.",Exponent,Industrials,Engineering & Construction
ATKR,Atkore Inc.,Atkore,Industrials,Electrical Equipment & Parts
SON,Sonoco Products Company,Sonoco,Consumer Cyclical,Packaging & Containers
AVAV,"AeroVironment, Inc.",AeroVironment,Industrials,Aerospace & Defense
GATX,GATX Corporation,GATX,Industrials,Rental & Leasing Services
PFSI,"PennyMac Financial Services, Inc.",PennyMac,Financial Services,Mortgage Finance
HOMB,"Home Bancshares, Inc. (Conway, AR)",Home BancShares,Financial Services,Banks - Regional
NUVL,"Nuvalent, Inc.",Nuvalent,Healthcare,Biotechnology
SEM,Select Medical Holdings Corporation,Select Medical Holdings,Healthcare,Medical Care Facilities
BC,Brunswick Corporation,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles
UGI,UGI Corporation,UGI Corporation,Utilities,Utilities - Regulated Gas
EEFT,"Euronet Worldwide, Inc.",Euronet Worldwide,Technology,Software - Infrastructure
RDN,Radian Group Inc.,Radian Group,Financial Services,Insurance - Specialty
IDA,"IDACORP, Inc.",Idacorp,Utilities,Utilities - Regulated Electric
MSGS,Madison Square Garden Sports Corp.,MSG Sports,Communication Services,Entertainment
OPCH,"Option Care Health, Inc.",Option Care Health,Healthcare,Medical Care Facilities
ASH,Ashland Inc.,Ashland,Basic Materials,Specialty Chemicals
FCFS,"FirstCash Holdings, Inc.",FirstCash,Financial Services,Credit Services
FLO,"Flowers Foods, Inc.",Flowers Foods,Consumer Defensive,Packaged Foods
ACLS,"Axcelis Technologies, Inc.",Axcelis Technologies,Technology,Semiconductor Equipment & Materials
RCM,R1 RCM Inc.,R1 RCM,Healthcare,Health Information Services
CRC,California Resources Corporation,California Resources Corporation,Energy,Oil & Gas E&P
VRRM,Verra Mobility Corporation,Verra Mobility,Industrials,Infrastructure Operations
WIRE,Encore Wire Corporation,Encore Wire,Industrials,Electrical Equipment & Parts
BCC,Boise Cascade Company,Boise Cascade,Basic Materials,Building Materials
AVT,"Avnet, Inc.",Avnet,Technology,Electronics & Computer Distribution
ITRI,"Itron, Inc.",Itron,Technology,Scientific & Technical Instruments
BCO,The Brink's Company,Brink's,Industrials,Security & Protection Services
AUR,"Aurora Innovation, Inc.",Aurora Innovation,Technology,Information Technology Services
ABG,"Asbury Automotive Group, Inc.",Asbury Automotive Group,Consumer Cyclical,Auto & Truck Dealerships
PAGP,"Plains GP Holdings, L.P.",Plains GP,Energy,Oil & Gas Midstream
OZK,Bank OZK,Bank OZK,Financial Services,Banks - Regional
PACS,"PACS Group, Inc.",PACS Group,Healthcare,Medical Care Facilities
COLM,Columbia Sportswear Company,Columbia Sportswear,Consumer Cyclical,Apparel Manufacturing
AEL,,American Equity Investment Life Holding,,
PI,"Impinj, Inc.",Impinj,Technology,Communication Equipment
MAIN,Main Street Capital Corporation,Main Street Capital,Financial Services,Asset Management
SLM,SLM Corporation,Sallie Mae,Financial Services,Credit Services
HIMS,"Hims & Hers Health, Inc.",Hims &amp; Hers Health,Consumer Defensive,Household & Personal Products
ALPN,"Alpine Immune Sciences, Inc.",Alpine Immune Sciences,Healthcare,Biotechnology
THG,"The Hanover Insurance Group, Inc.",Hanover Insurance Group,Financial Services,Insurance - Property & Casualty
PECO,"Phillips Edison & Company, Inc.",Phillips Edison &amp; Company,Real Estate,REIT - Retail
CRVL,CorVel Corporation,CorVel Corporation,Financial Services,Insurance Brokers
SLGN,Silgan Holdings Inc.,Silgan Holdings,Consumer Cyclical,Packaging & Containers
RDNT,"RadNet, Inc.",RadNet,Healthcare,Diagnostics & Research
IBRX,"ImmunityBio, Inc.",ImmunityBio,Healthcare,Biotechnology
APLS,"Apellis Pharmaceuticals, Inc.",Apellis Pharmaceuticals,Healthcare,Biotechnology
RH,RH,Restoration Hardware,Consumer Cyclical,Specialty Retail
PJT,PJT Partners Inc.,PJT Partners,Financial Services,Capital Markets
MATX,"Matson, Inc.",Matson,Industrials,Marine Shipping
POR,Portland General Electric Company,Portland General Electric,Utilities,Utilities - Regulated Electric
FELE,"Franklin Electric Co., Inc.",Franklin Electric,Industrials,Specialty Industrial Machinery
BGC,"BGC Group, Inc.",BGC Group,Financial Services,Capital Markets
MSM,"MSC Industrial Direct Co., Inc.",MSC Industrial Direct,Industrials,Industrial Distribution
HAE,Haemonetics Corporation,Haemonetics,Healthcare,Medical Instruments & Supplies
IRT,"Independence Realty Trust, Inc.",Independence Realty Trust,Real Estate,REIT - Residential
HOG,"Harley-Davidson, Inc.",Harley-Davidson,Consumer Cyclical,Recreational Vehicles
ORA,"Ormat Technologies, Inc.",Ormat Technologies,Utilities,Utilities - Renewable
UBSI,"United Bankshares, Inc.",United Bankshares,Financial Services,Banks - Regional
LOPE,"Grand Canyon Education, Inc.",Grand Canyon Education,Consumer Defensive,Education & Training Services
CSWI,"CSW Industrials, Inc.",CSW Industrials,Industrials,Specialty Industrial Machinery
RYN,Rayonier Inc.,Rayonier,Real Estate,REIT - Specialty
RNA,"Avidity Biosciences, Inc.",Avidity Biosciences,Healthcare,Biotechnology
PII,Polaris Inc.,Polaris,Consumer Cyclical,Recreational Vehicles
INSP,"Inspire Medical Systems, Inc.",Inspire Medical Systems,Healthcare,Medical Devices
NJR,New Jersey Resources Corporation,New Jersey Resources,Utilities,Utilities - Regulated Gas
SNDR,"Schneider National, Inc.",Schneider,Industrials,Trucking
GBDC,"Golub Capital BDC, Inc.",Golub Capital,Financial Services,Asset Management
ACIW,"ACI Worldwide, Inc.",ACI Worldwide,Technology,Software - Infrastructure
GBCI,"Glacier Bancorp, Inc.",Glacier Bancorp,Financial Services,Banks - Regional
WU,The Western Union Company,Western Union,Financial Services,Credit Services
CNXC,Concentrix Corporation,Concentrix,Technology,Information Technology Services
FUL,H.B. Fuller Company,H.B. Fuller,Basic Materials,Specialty Chemicals
FFIN,"First Financial Bankshares, Inc.",First Financial Bankshares,Financial Services,Banks - Regional
NFE,New Fortress Energy Inc.,New Fortress Energy,Utilities,Utilities - Regulated Gas
MC,Moelis & Company,Moelis &amp; Company,Financial Services,Capital Markets
HGV,Hilton Grand Vacations Inc.,Hilton Grand Vacations,Consumer Cyclical,Resorts & Casinos
DNB,"Dun & Bradstreet Holdings, Inc.",Dun &amp; Bradstreet,Financial Services,Financial Data & Stock Exchanges
ENS,EnerSys,EnerSys,Industrials,Electrical Equipment & Parts
VIRT,"Virtu Financial, Inc.",Virtu Financial,Financial Services,Capital Markets
KNF,Knife River Corporation,Knife River Corporation,Basic Materials,Building Materials
GTES,Gates Industrial Corporation plc,Gates Industrial Corp,Industrials,Specialty Industrial Machinery
ALIT,"Alight, Inc.",Alight,Technology,Software - Application
ASGN,ASGN Incorporated,ASGN,Technology,Information Technology Services
7LX.F,Galaxy Digital Holdings Ltd.,Galaxy Digital Holdings,Financial Services,Capital Markets
COLB,"Columbia Banking System, Inc.",Columbia Banking System,Financial Services,Banks - Regional
POWI,"Power Integrations, Inc.",Power Integrations,Technology,Semiconductors
IAC,IAC Inc.,IAC/InterActiveCorp,Communication Services,Internet Content & Information
URBN,"Urban Outfitters, Inc.",Urban Outfitters,Consumer Cyclical,Apparel Retail
AEIS,"Advanced Energy Industries, Inc.",Advanced Energy,Industrials,Electrical Equipment & Parts
PTEN,"Patterson-UTI Energy, Inc.",Patterson-UTI Energy,Energy,Oil & Gas Drilling
OSCR,"Oscar Health, Inc.",Oscar Health,Healthcare,Healthcare Plans
FROG,JFrog Ltd.,Jfrog,Technology,Software - Application
UMBF,UMB Financial Corporation,UMB Financial,Financial Services,Banks - Regional
HWC,Hancock Whitney Corporation,Hancock Whitney,Financial Services,Banks - Regional
BRZE,"Braze, Inc.",Braze,Technology,Software - Application
SPR,"Spirit AeroSystems Holdings, Inc.",Spirit AeroSystems,Industrials,Aerospace & Defense
ACA,"Arcosa, Inc.",Arcosa,Industrials,Engineering & Construction
AMR,"Alpha Metallurgical Resources, Inc.",Alpha Metallurgical Resources,Basic Materials,Coking Coal
WK,Workiva Inc.,Workiva,Technology,Software - Application
IMVT,"Immunovant, Inc.",Immunovant,Healthcare,Biotechnology
ITGR,Integer Holdings Corporation,Integer Holdings,Healthcare,Medical Devices
BOOT,"Boot Barn Holdings, Inc.",Boot Barn Holdings,Consumer Cyclical,Apparel Retail
AXSM,"Axsome Therapeutics, Inc.",Axsome Therapeutics,Healthcare,Biotechnology
BLKB,"Blackbaud, Inc.",Blackbaud,Technology,Software - Application
GPI,"Group 1 Automotive, Inc.",Group 1 Automotive,Consumer Cyclical,Auto & Truck Dealerships
AB,AllianceBernstein Holding L.P.,AllianceBernstein,Financial Services,Asset Management
GOLF,Acushnet Holdings Corp.,Acushnet Holdings,Consumer Cyclical,Leisure
SKY,Skyline Champion Corporation,Skyline Champion,Consumer Cyclical,Residential Construction
NOG,"Northern Oil and Gas, Inc.",Northern Oil and Gas,Energy,Oil & Gas E&P
FRSH,Freshworks Inc.,Freshworks,Technology,Software - Application
IPGP,IPG Photonics Corporation,IPG Photonics,Technology,Semiconductor Equipment & Materials
AVNT,Avient Corporation,Avient,Basic Materials,Specialty Chemicals
ZETA,Zeta Global Holdings Corp.,Zeta Global,Technology,Software - Application
KMPR,Kemper Corporation,Kemper,Financial Services,Insurance - Property & Casualty
BOX,"Box, Inc.",Box,Technology,Software - Infrastructure
AEO,"American Eagle Outfitters, Inc.",American Eagle Outfitters,Consumer Cyclical,Apparel Retail
HUN,Huntsman Corporation,Huntsman Corporation,Basic Materials,Chemicals
CNX,CNX Resources Corporation,CNX Resources,Energy,Oil & Gas E&P
CAR,"Avis Budget Group, Inc.",Avis Budget Group,Industrials,Rental & Leasing Services
ASO,"Academy Sports and Outdoors, Inc.",Academy Sports,Consumer Cyclical,Specialty Retail
LITE,Lumentum Holdings Inc.,Lumentum,Technology,Communication Equipment
AI,"C3.ai, Inc.",C3 AI,Technology,Software - Application
LTH,"Life Time Group Holdings, Inc.",Life Time Group,Consumer Cyclical,Leisure
PWSC,"PowerSchool Holdings, Inc.",PowerSchool,Technology,Software - Application
HCC,"Warrior Met Coal, Inc.",Warrior Met Coal,Basic Materials,Coking Coal
CBZ,"CBIZ, Inc.",CBIZ,Industrials,Specialty Business Services
QTWO,"Q2 Holdings, Inc.",Q2,Technology,Software - Application
NNI,"Nelnet, Inc.",Nelnet,Financial Services,Credit Services
BKH,Black Hills Corporation,Black Hills,Utilities,Utilities - Regulated Gas
KRC,Kilroy Realty Corporation,Kilroy Realty,Real Estate,REIT - Office
RARE,Ultragenyx Pharmaceutical Inc.,Ultragenyx,Healthcare,Biotechnology
HGTY,"Hagerty, Inc.",Hagerty,Financial Services,Insurance - Property & Casualty
BDC,Belden Inc.,Belden,Technology,Communication Equipment
STR,Sitio Royalties Corp.,Sitio Royalties,Energy,Oil & Gas E&P
CTRE,"CareTrust REIT, Inc.",CareTrust REIT,Real Estate,REIT - Healthcare Facilities
SHAK,Shake Shack Inc.,Shake Shack,Consumer Cyclical,Restaurants
CLSK,"CleanSpark, Inc.",CleanSpark,Financial Services,Capital Markets
JOBY,"Joby Aviation, Inc.",Joby Aviation,Industrials,Airports & Air Services
IPAR,"Inter Parfums, Inc.",Interparfums,Consumer Defensive,Household & Personal Products
CNS,"Cohen & Steers, Inc.",Cohen &amp; Steers,Financial Services,Asset Management
SMPL,The Simply Good Foods Company,Simply Good Foods,Consumer Defensive,Packaged Foods
NCNO,"nCino, Inc.",nCino,Technology,Software - Application
ALTM,Arcadium Lithium plc,Arcadium Lithium,Basic Materials,Specialty Chemicals
KTB,"Kontoor Brands, Inc.",Kontoor Brands,Consumer Cyclical,Apparel Manufacturing
SANM,Sanmina Corporation,Sanmina,Technology,Electronic Components
INST,"Instructure Holdings, Inc.",Instructure Holdings,Technology,Software - Application
TEX,Terex Corporation,Terex,Industrials,Farm & Heavy Construction Machinery
OTTR,Otter Tail Corporation,Otter Tail,Utilities,Utilities - Diversified
HRI,Herc Holdings Inc.,Herc Holdings,Industrials,Rental & Leasing Services
WAY,Waystar Holding Corp.,Waystar,Healthcare,Health Information Services
SLAB,Silicon Laboratories Inc.,Silicon Labs,Technology,Semiconductors
SLG,SL Green Realty Corp.,SL Green Realty,Real Estate,REIT - Office
ALE,"ALLETE, Inc.",Allete,Utilities,Utilities - Diversified
JWN,"Nordstrom, Inc.",Nordstrom,Consumer Cyclical,Department Stores
SBRA,"Sabra Health Care REIT, Inc.",Sabra Health Care REIT,Real Estate,REIT - Healthcare Facilities
SMG,The Scotts Miracle-Gro Company,ScottsMiracle-Gro,Basic Materials,Agricultural Inputs
OGS,"ONE Gas, Inc.",ONE Gas,Utilities,Utilities - Regulated Gas
NYCB,"New York Community Bancorp, Inc.",New York Community Bank,Financial Services,Banks - Regional
SAM,"The Boston Beer Company, Inc.",Boston Beer Company,Consumer Defensive,Beverages - Brewers
GH,"Guardant Health, Inc.",Guardant Health,Healthcare,Diagnostics & Research
IBOC,International Bancshares Corporation,International Bancshares Corp,Financial Services,Banks - Regional
STRL,"Sterling Infrastructure, Inc.",Sterling Construction,Industrials,Engineering & Construction
AAP,"Advance Auto Parts, Inc.",Advance Auto Parts,Consumer Cyclical,Specialty Retail
HP,"Helmerich & Payne, Inc.",Helmerich &amp; Payne,Energy,Oil & Gas Drilling
KAI,Kadant Inc.,Kadant,Industrials,Specialty Industrial Machinery
PIPR,Piper Sandler Companies,Piper Sandler,Financial Services,Capital Markets
ENV,"Envestnet, Inc.",Envestnet,Technology,Software - Application
PRMW,Primo Water Corporation,Primo Water,Consumer Defensive,Beverages - Non-Alcoholic
TFSL,TFS Financial Corporation,TFS Financial,Financial Services,Banks - Regional
TPH,"Tri Pointe Homes, Inc.",Tri Pointe Homes,Consumer Cyclical,Residential Construction
CRNX,"Crinetics Pharmaceuticals, Inc.",Crinetics Pharmaceuticals,Healthcare,Biotechnology
SR,Spire Inc.,Spire Energy,Utilities,Utilities - Regulated Gas
DV,"DoubleVerify Holdings, Inc.",DoubleVerify,Technology,Software - Application
AXNX,"Axonics, Inc.",Axonics Modulation Tech,Healthcare,Medical Devices
HTGC,"Hercules Capital, Inc.",Hercules Capital,Financial Services,Asset Management
APLE,"Apple Hospitality REIT, Inc.",Apple Hospitality REIT,Real Estate,REIT - Hotel & Motel
SYNA,Synaptics Incorporated,Synaptics,Technology,Semiconductors
DYN,"Dyne Therapeutics, Inc.",Dyne Therapeutics,Healthcare,Biotechnology
KFY,Korn Ferry,Korn Ferry,Industrials,Staffing & Employment Services
PBH,Prestige Consumer Healthcare Inc.,Prestige Consumer Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic
CUZ,Cousins Properties Incorporated,Cousins Properties,Real Estate,REIT - Office
LBRT,Liberty Energy Inc.,Liberty Energy,Energy,Oil & Gas Equipment & Services
ABCB,Ameris Bancorp,Ameris Bancorp,Financial Services,Banks - Regional
DIOD,Diodes Incorporated,Diodes Incorporated,Technology,Semiconductors
WHD,"Cactus, Inc.",Cactus Inc,Energy,Oil & Gas Equipment & Services
PRKS,United Parks & Resorts Inc.,United Parks &amp; Resorts,Consumer Cyclical,Leisure
NSP,"Insperity, Inc.",Insperity,Industrials,Staffing & Employment Services
VLY,Valley National Bancorp,Valley Bank,Financial Services,Banks - Regional
HASI,"HA Sustainable Infrastructure Capital, Inc.",HASI (Hannon Armstrong),Real Estate,Real Estate Services
WEN,The Wendy's Company,Wendy’s Company,Consumer Cyclical,Restaurants
PRCT,PROCEPT BioRobotics Corporation,PROCEPT BioRobotics,Healthcare,Medical Devices
SHC,Sotera Health Company,Sotera Health,Healthcare,Diagnostics & Research
SFBS,"ServisFirst Bancshares, Inc.",ServisFirst Bancshares,Financial Services,Banks - Regional
DXC,DXC Technology Company,DXC Technology,Technology,Information Technology Services
ASTS,"AST SpaceMobile, Inc.",AST SpaceMobile,Technology,Communication Equipment
SKYW,"SkyWest, Inc.",SkyWest,Industrials,Airlines
MAC,The Macerich Company,Macerich,Real Estate,REIT - Retail
NEOG,Neogen Corporation,Neogen,Healthcare,Diagnostics & Research
TDC,Teradata Corporation,Teradata,Technology,Software - Infrastructure
CC,The Chemours Company,Chemours,Basic Materials,Specialty Chemicals
BSM,"Black Stone Minerals, L.P.",Black Stone Minerals,Energy,Oil & Gas E&P
MAN,ManpowerGroup Inc.,ManpowerGroup,Industrials,Staffing & Employment Services
HL,Hecla Mining Company,Hecla Mining,Basic Materials,Other Precious Metals & Mining
PNM,"PNM Resources, Inc.",PNM Resources,Utilities,Utilities - Regulated Electric
CXT,"Crane NXT, Co.",Crane NXT,Industrials,Specialty Industrial Machinery
HHH,Howard Hughes Holdings Inc.,Howard Hughes Holdings,Real Estate,Real Estate - Diversified
ARLP,"Alliance Resource Partners, L.P.",Alliance Resource Partners,Energy,Thermal Coal
ALRM,"Alarm.com Holdings, Inc.",Alarm.com,Technology,Software - Application
AX,"Axos Financial, Inc.",Axos Financial,Financial Services,Banks - Regional
IRDM,Iridium Communications Inc.,Iridium Communications,Communication Services,Telecom Services
JJSF,J&J Snack Foods Corp.,J&amp;J Snack Foods,Consumer Defensive,Packaged Foods
MHO,"M/I Homes, Inc.",M/I Homes,Consumer Cyclical,Residential Construction
WD,"Walker & Dunlop, Inc.",Walker &amp; Dunlop,Financial Services,Mortgage Finance
RUSHA,"Rush Enterprises, Inc.",Rush Enterprises,Consumer Cyclical,Auto & Truck Dealerships
AMED,"Amedisys, Inc.",Amedisys,Healthcare,Medical Care Facilities
ARWR,"Arrowhead Pharmaceuticals, Inc.",Arrowhead Pharmaceuticals,Healthcare,Biotechnology
YETI,"YETI Holdings, Inc.",YETI Holdings,Consumer Cyclical,Leisure
FIVN,"Five9, Inc.",Five9,Technology,Software - Infrastructure
DOCN,"DigitalOcean Holdings, Inc.",DigitalOcean,Technology,Software - Infrastructure
EAT,"Brinker International, Inc.",Brinker International,Consumer Cyclical,Restaurants
AROC,"Archrock, Inc.",Archrock,Energy,Oil & Gas Equipment & Services
RXO,"RXO, Inc.",RXO,Industrials,Trucking
EPR,EPR Properties,EPR Properties,Real Estate,REIT - Specialty
GMS,GMS Inc.,GMS,Industrials,Building Products & Equipment
SXT,Sensient Technologies Corporation,Sensient Technologies,Basic Materials,Specialty Chemicals
CORT,Corcept Therapeutics Incorporated,Corcept Therapeutics,Healthcare,Biotechnology
JOE,The St. Joe Company,St. Joe Company,Real Estate,Real Estate - Diversified
SG,"Sweetgreen, Inc.",Sweetgreen,Consumer Cyclical,Restaurants
UNF,UniFirst Corporation,UniFirst,Industrials,Specialty Business Services
BNL,"Broadstone Net Lease, Inc.",Broadstone Net Lease,Real Estate,REIT - Diversified
AESI,Atlas Energy Solutions Inc.,Atlas Energy Solutions,Energy,Oil & Gas Equipment & Services
ABM,ABM Industries Incorporated,ABM Industries,Industrials,Specialty Business Services
GHC,Graham Holdings Company,Graham Holdings,Consumer Defensive,Education & Training Services
IRTC,"iRhythm Technologies, Inc.",iRhythm,Healthcare,Medical Devices
KTOS,"Kratos Defense & Security Solutions, Inc.",Kratos Defense &amp; Security Solutions,Industrials,Aerospace & Defense
GFF,Griffon Corporation,Griffon Corporation,Industrials,Conglomerates
BRC,Brady Corporation,Brady,Industrials,Security & Protection Services
GT,The Goodyear Tire & Rubber Company,Goodyear,Consumer Cyclical,Auto Parts
IIPR,"Innovative Industrial Properties, Inc.",Innovative Industrial,Real Estate,REIT - Industrial
SHOO,"Steven Madden, Ltd.",Steve Madden,Consumer Cyclical,Footwear & Accessories
GBTG,"Global Business Travel Group, Inc.",Global Business Travel Group,Technology,Software - Application
VCTR,"Victory Capital Holdings, Inc.",Victory Capital,Financial Services,Asset Management
TNL,Travel + Leisure Co.,Travel + Leisure,Consumer Cyclical,Travel Services
AFFS,"AmTrust Financial Services, Inc.",AmTrust Financial Services,,
ASB,Associated Banc-Corp,Associated Banc-Corp,Financial Services,Banks - Regional
SITM,SiTime Corporation,SiTime,Technology,Semiconductors
CRK,"Comstock Resources, Inc.",Comstock Resources,Energy,Oil & Gas E&P
CALM,"Cal-Maine Foods, Inc.",Cal-Maine Foods,Consumer Defensive,Farm Products
VSH,"Vishay Intertechnology, Inc.",Vishay Intertechnology,Technology,Semiconductors
PK,Park Hotels & Resorts Inc.,Park Hotels &amp; Resorts,Real Estate,REIT - Hotel & Motel
ASAN,"Asana, Inc.",Asana,Technology,Software - Application
SITC,SITE Centers Corp.,SITE Centers,Real Estate,REIT - Retail
IDCC,"InterDigital, Inc.",InterDigital,Technology,Software - Application
DNLI,Denali Therapeutics Inc.,Denali Therapeutics,Healthcare,Biotechnology
IOSP,Innospec Inc.,Innospec,Basic Materials,Specialty Chemicals
FINN,"First National of Nebraska, Inc.",First National of Nebraska,Financial Services,Banks - Regional
BHVN,Biohaven Ltd.,Biohaven Pharmaceutical,Healthcare,Biotechnology
NPO,Enpro Inc.,EnPro Industries,Industrials,Specialty Industrial Machinery
NWE,"NorthWestern Energy Group, Inc.",NorthWestern Corporation,Utilities,Utilities - Regulated Electric
NHI,"National Health Investors, Inc.",National Health Investors,Real Estate,REIT - Healthcare Facilities
BXMT,"Blackstone Mortgage Trust, Inc.",Blackstone Mortgage Trust,Real Estate,REIT - Mortgage
CNO,"CNO Financial Group, Inc.",CNO Financial Group,Financial Services,Insurance - Life
KWR,Quaker Chemical Corporation,Quaker Houghton,Basic Materials,Specialty Chemicals
WOLF,"Wolfspeed, Inc.",Wolfspeed,Technology,Semiconductors
